la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
Salford,State-funded secondary,Autistic Spectrum Disorder,261,194,67
Salford,State-funded secondary,Hearing Impairment,48,24,24
Salford,State-funded secondary,Moderate Learning Difficulty,532,297,235
Salford,State-funded secondary,Multi- Sensory Impairment,1,1,0
Salford,State-funded secondary,Other Difficulty/Disability,71,45,26
Salford,State-funded secondary,Physical Disability,60,36,24
Salford,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Salford,State-funded secondary,SEN support but no specialist assessment of type of need,70,38,32
Salford,State-funded secondary,Severe Learning Difficulty,14,8,6
Salford,State-funded secondary,"Social, Emotional and Mental Health",738,482,256
Salford,State-funded secondary,Specific Learning Difficulty,454,229,225
Salford,State-funded secondary,"Speech, Language and Communications needs",282,188,94
Salford,State-funded secondary,Visual Impairment,24,17,7
Salford,State-funded special school,Autistic Spectrum Disorder,273,229,44
Salford,State-funded special school,Hearing Impairment,2,1,1
Salford,State-funded special school,Moderate Learning Difficulty,108,65,43
Salford,State-funded special school,Multi- Sensory Impairment,9,3,6
Salford,State-funded special school,Other Difficulty/Disability,15,11,4
Salford,State-funded special school,Physical Disability,16,7,9
Salford,State-funded special school,Profound & Multiple Learning Difficulty,49,33,16
Salford,State-funded special school,SEN support but no specialist assessment of type of need,1,1,0
Salford,State-funded special school,Severe Learning Difficulty,129,84,45
Salford,State-funded special school,"Social, Emotional and Mental Health",156,138,18
Salford,State-funded special school,Specific Learning Difficulty,25,14,11
Salford,State-funded special school,"Speech, Language and Communications needs",141,115,26
Salford,State-funded special school,Visual Impairment,1,0,1
Stockport,Non-maintained special school,Autistic Spectrum Disorder,129,105,24
Stockport,Non-maintained special school,Multi- Sensory Impairment,9,5,4
Stockport,Non-maintained special school,Profound & Multiple Learning Difficulty,2,2,0
Stockport,Non-maintained special school,Severe Learning Difficulty,6,4,2
Stockport,Non-maintained special school,"Social, Emotional and Mental Health",1,0,1
Stockport,Non-maintained special school,Specific Learning Difficulty,2,2,0
Stockport,Non-maintained special school,"Speech, Language and Communications needs",1,1,0
Stockport,Non-maintained special school,Visual Impairment,5,2,3
Stockport,State-funded AP school,"Social, Emotional and Mental Health",107,65,42
Stockport,State-funded AP school,Specific Learning Difficulty,1,0,1
Stockport,State-funded AP school,"Speech, Language and Communications needs",1,0,1
Stockport,State-funded nursery,Autistic Spectrum Disorder,11,9,2
Stockport,State-funded nursery,Moderate Learning Difficulty,1,1,0
Stockport,State-funded nursery,Multi- Sensory Impairment,1,0,1
Stockport,State-funded nursery,Other Difficulty/Disability,1,1,0
Stockport,State-funded nursery,Physical Disability,1,1,0
Stockport,State-funded nursery,Profound & Multiple Learning Difficulty,13,10,3
Stockport,State-funded nursery,Severe Learning Difficulty,1,1,0
Stockport,State-funded nursery,"Social, Emotional and Mental Health",4,2,2
Stockport,State-funded nursery,"Speech, Language and Communications needs",39,25,14
Stockport,State-funded nursery,Visual Impairment,1,1,0
Stockport,State-funded primary,Autistic Spectrum Disorder,317,244,73
Stockport,State-funded primary,Hearing Impairment,46,24,22
Stockport,State-funded primary,Moderate Learning Difficulty,803,458,345
Stockport,State-funded primary,Multi- Sensory Impairment,26,18,8
Stockport,State-funded primary,Other Difficulty/Disability,90,49,41
Stockport,State-funded primary,Physical Disability,85,46,39
Stockport,State-funded primary,Profound & Multiple Learning Difficulty,30,13,17
Stockport,State-funded primary,SEN support but no specialist assessment of type of need,93,54,39
Stockport,State-funded primary,Severe Learning Difficulty,32,18,14
Stockport,State-funded primary,"Social, Emotional and Mental Health",707,524,183
Stockport,State-funded primary,Specific Learning Difficulty,343,203,140
Stockport,State-funded primary,"Speech, Language and Communications needs",1238,856,382
Stockport,State-funded primary,Visual Impairment,39,23,16
Stockport,State-funded secondary,Autistic Spectrum Disorder,348,242,106
Stockport,State-funded secondary,Hearing Impairment,35,16,19
Stockport,State-funded secondary,Moderate Learning Difficulty,601,318,283
Stockport,State-funded secondary,Multi- Sensory Impairment,11,8,3
Stockport,State-funded secondary,Other Difficulty/Disability,158,94,64
Stockport,State-funded secondary,Physical Disability,64,34,30
Stockport,State-funded secondary,Profound & Multiple Learning Difficulty,1,1,0
Stockport,State-funded secondary,SEN support but no specialist assessment of type of need,41,20,21
Stockport,State-funded secondary,Severe Learning Difficulty,24,17,7
Stockport,State-funded secondary,"Social, Emotional and Mental Health",766,455,311
Stockport,State-funded secondary,Specific Learning Difficulty,416,217,199
Stockport,State-funded secondary,"Speech, Language and Communications needs",224,147,77
Stockport,State-funded secondary,Visual Impairment,58,34,24
Stockport,State-funded special school,Autistic Spectrum Disorder,327,270,57
Stockport,State-funded special school,Hearing Impairment,5,3,2
Stockport,State-funded special school,Moderate Learning Difficulty,66,39,27
Stockport,State-funded special school,Multi- Sensory Impairment,2,2,0
Stockport,State-funded special school,Other Difficulty/Disability,11,6,5
Stockport,State-funded special school,Physical Disability,12,10,2
Stockport,State-funded special school,Profound & Multiple Learning Difficulty,94,57,37
Stockport,State-funded special school,Severe Learning Difficulty,54,26,28
Stockport,State-funded special school,"Social, Emotional and Mental Health",104,91,13
Stockport,State-funded special school,Specific Learning Difficulty,10,5,5
Stockport,State-funded special school,"Speech, Language and Communications needs",46,30,16
Stockport,State-funded special school,Visual Impairment,6,4,2
Tameside,State-funded AP school,Moderate Learning Difficulty,4,3,1
Tameside,State-funded AP school,Other Difficulty/Disability,2,2,0
Tameside,State-funded AP school,SEN support but no specialist assessment of type of need,2,2,0
Tameside,State-funded AP school,"Social, Emotional and Mental Health",121,87,34
Tameside,State-funded AP school,Specific Learning Difficulty,8,8,0
Tameside,State-funded AP school,"Speech, Language and Communications needs",2,2,0
Tameside,State-funded primary,Autistic Spectrum Disorder,140,107,33
Tameside,State-funded primary,Hearing Impairment,50,19,31
Tameside,State-funded primary,Moderate Learning Difficulty,733,418,315
Tameside,State-funded primary,Multi- Sensory Impairment,14,6,8
Tameside,State-funded primary,Other Difficulty/Disability,167,108,59
Tameside,State-funded primary,Physical Disability,74,43,31
Tameside,State-funded primary,Profound & Multiple Learning Difficulty,3,1,2
Tameside,State-funded primary,SEN support but no specialist assessment of type of need,288,178,110
Tameside,State-funded primary,Severe Learning Difficulty,11,4,7
Tameside,State-funded primary,"Social, Emotional and Mental Health",762,545,217
Tameside,State-funded primary,Specific Learning Difficulty,314,187,127
Tameside,State-funded primary,"Speech, Language and Communications needs",1372,962,410
Tameside,State-funded primary,Visual Impairment,36,20,16
Tameside,State-funded secondary,Autistic Spectrum Disorder,151,120,31
Tameside,State-funded secondary,Hearing Impairment,41,25,16
Tameside,State-funded secondary,Moderate Learning Difficulty,405,229,176
Tameside,State-funded secondary,Multi- Sensory Impairment,12,11,1
Tameside,State-funded secondary,Other Difficulty/Disability,69,35,34
Tameside,State-funded secondary,Physical Disability,67,35,32
Tameside,State-funded secondary,SEN support but no specialist assessment of type of need,40,26,14
Tameside,State-funded secondary,Severe Learning Difficulty,7,4,3
Tameside,State-funded secondary,"Social, Emotional and Mental Health",576,397,179
Tameside,State-funded secondary,Specific Learning Difficulty,351,192,159
Tameside,State-funded secondary,"Speech, Language and Communications needs",339,203,136
Tameside,State-funded secondary,Visual Impairment,19,10,9
Tameside,State-funded special school,Autistic Spectrum Disorder,276,230,46
Tameside,State-funded special school,Moderate Learning Difficulty,135,94,41
Tameside,State-funded special school,Other Difficulty/Disability,13,7,6
Tameside,State-funded special school,Physical Disability,22,15,7
Tameside,State-funded special school,Profound & Multiple Learning Difficulty,55,31,24
Tameside,State-funded special school,Severe Learning Difficulty,109,72,37
Tameside,State-funded special school,"Social, Emotional and Mental Health",99,93,6
Tameside,State-funded special school,Specific Learning Difficulty,6,5,1
Tameside,State-funded special school,"Speech, Language and Communications needs",65,44,21
Tameside,State-funded special school,Visual Impairment,1,0,1
Trafford,Non-maintained special school,Autistic Spectrum Disorder,82,64,18
Trafford,Non-maintained special school,Moderate Learning Difficulty,9,4,5
Trafford,Non-maintained special school,Other Difficulty/Disability,3,1,2
Trafford,Non-maintained special school,Physical Disability,1,1,0
Trafford,Non-maintained special school,Severe Learning Difficulty,1,1,0
Trafford,Non-maintained special school,"Social, Emotional and Mental Health",5,4,1
Trafford,Non-maintained special school,Specific Learning Difficulty,12,10,2
Trafford,Non-maintained special school,"Speech, Language and Communications needs",5,4,1
Trafford,Non-maintained special school,Visual Impairment,1,1,0
Trafford,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Trafford,State-funded AP school,Moderate Learning Difficulty,1,1,0
Trafford,State-funded AP school,SEN support but no specialist assessment of type of need,1,0,1
Trafford,State-funded AP school,"Social, Emotional and Mental Health",33,27,6
Trafford,State-funded AP school,"Speech, Language and Communications needs",1,0,1
Trafford,State-funded primary,Autistic Spectrum Disorder,122,94,28
Trafford,State-funded primary,Hearing Impairment,48,25,23
Trafford,State-funded primary,Moderate Learning Difficulty,526,298,228
Trafford,State-funded primary,Multi- Sensory Impairment,10,7,3
Trafford,State-funded primary,Other Difficulty/Disability,77,49,28
Trafford,State-funded primary,Physical Disability,74,42,32
Trafford,State-funded primary,Profound & Multiple Learning Difficulty,6,3,3
Trafford,State-funded primary,SEN support but no specialist assessment of type of need,91,54,37
Trafford,State-funded primary,Severe Learning Difficulty,11,10,1
Trafford,State-funded primary,"Social, Emotional and Mental Health",635,470,165
Trafford,State-funded primary,Specific Learning Difficulty,480,254,226
Trafford,State-funded primary,"Speech, Language and Communications needs",1005,693,312
Trafford,State-funded primary,Visual Impairment,24,15,9
Trafford,State-funded secondary,Autistic Spectrum Disorder,225,148,77
Trafford,State-funded secondary,Hearing Impairment,48,25,23
Trafford,State-funded secondary,Moderate Learning Difficulty,374,223,151
Trafford,State-funded secondary,Multi- Sensory Impairment,9,5,4
Trafford,State-funded secondary,Other Difficulty/Disability,102,78,24
Trafford,State-funded secondary,Physical Disability,76,53,23
Trafford,State-funded secondary,SEN support but no specialist assessment of type of need,53,23,30
Trafford,State-funded secondary,Severe Learning Difficulty,3,1,2
Trafford,State-funded secondary,"Social, Emotional and Mental Health",539,345,194
Trafford,State-funded secondary,Specific Learning Difficulty,700,368,332
Trafford,State-funded secondary,"Speech, Language and Communications needs",297,208,89
Trafford,State-funded secondary,Visual Impairment,43,33,10
Trafford,State-funded special school,Autistic Spectrum Disorder,289,230,59
Trafford,State-funded special school,Hearing Impairment,5,3,2
Trafford,State-funded special school,Moderate Learning Difficulty,75,43,32
Trafford,State-funded special school,Multi- Sensory Impairment,1,1,0
Trafford,State-funded special school,Other Difficulty/Disability,2,1,1
Trafford,State-funded special school,Physical Disability,4,3,1
Trafford,State-funded special school,Profound & Multiple Learning Difficulty,81,53,28
Trafford,State-funded special school,Severe Learning Difficulty,120,77,43
Trafford,State-funded special school,"Social, Emotional and Mental Health",147,128,19
Trafford,State-funded special school,Specific Learning Difficulty,17,10,7
